system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,Mata_Atlantica,OGC_0,OGC_0_53,OGC_1_03,OGC_1_57,OGC_2_10,OGC_2_60,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,ano,antropico,bdod,black_soil_prob,cagb,campoAlagado-areaPantanosa,cbgb,cdw,cec,cfvo,clayminerals,clitter,convergence,cti,ctotal,dataset_id,eastness,elevation,estoque,evi_mean,formacaoCampestre,formacaoFlorestal,formacaoSavanica,lavouras,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_with_dry_summer,lv2_with_dry_winter,lv2_without_dry_season,lv3_with_hot_summer,lv3_with_temperate_summer,mapbiomas_clay_v003,mapbiomas_sand_v003,mapbiomas_silt_v003,mosaicoDeUsos,natural,ndvi_mean,nitrogen,northness,outrasFormacoesFlorestais,oxides,pastagem,pcurv,phh2o,restingas,roughness,savi_mean,silvicultura,slope,soc,spi,year,.geo
21_000000000000000023b0_0,0,1,0,0,1,1,0,52,0,0,0,0,0,0,0,0,0,0,19.183298,40.063572,49.5888,46.266624,30.0584,7.0394907,0,0,2,0,0,3,1,1979,20,117,7,12.0466,0,24.575,1.68652,91,58,81,3.06548,25,-11,40.2735,ctb0809-Exame-40,3,925,4534,1,0,0,0,0,1,0,0,0,0,0,0,0,0,60.01802586706651,22.30670998929945,17.675264143634035,0,0,4,16,13,0,226,20,1,52,0,39,1,0,14,178,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.2666956459992,-19.183298313551354]}"
21_000000000000000023b3_0,0,0,0,0,1,0,0,64,0,0,0,0,0,0,0,0,0,0,19.416681,40.781914,50.582577,47.283157,30.814568,7.3560605,0,0,5,1,0,6,0,1979,20,123,5,12.0466,0,24.575,1.68652,83,47,49,3.06548,7,-5,40.2735,ctb0809-Exame-6,1,1125,4262,2,0,0,0,0,1,0,0,0,0,0,0,0,0,66.44414864303623,19.560940906249282,13.994910450714501,0,0,4,14,2,0,186,20,0,52,0,7,2,0,2,205,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.28322922150885,-19.416680624365608]}"
21_00000000000000000dc2_0,0,1,1,0,0,1,0,38,0,0,0,0,0,0,0,0,1,0,12.900032,31.745216,41.469685,40.54986,28.336203,9.537729,0,0,2,0,0,10,3,1979,0,130,7,42.11,0,13.1,5.05,176,72,50,3.9,-12,5,64.15,ctb0064-11073,2,308,1313,0,0,0,20,0,0,0,0,0,0,0,0,0,0,16.60143148864695,73.60263418587053,9.795934325482527,0,20,-1,12,0,0,166,0,0,51,0,5,-1,0,2,134,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.54990700939098,-12.900032058777363]}"
21_00000000000000000e75_0,0,0,0,0,0,1,0,29,0,0,0,0,0,0,0,0,1,1,22.249878,42.28963,50.450665,45.454357,27.79823,3.98648,0,0,2,0,0,5,2,1979,0,119,16,58.28,0,11.95,2.98,128,68,40,2.8,54,16,76.0,ctb0064-13589,-4,902,3398,0,0,20,0,0,1,0,0,0,0,0,0,0,0,39.65002420057351,36.2194811313928,24.13049466803369,0,20,0,19,0,0,156,0,-24,51,0,29,0,0,5,221,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-45.45443896609833,-22.249877198950166]}"
21_00000000000000000e7e_0,0,1,0,0,0,0,0,15,0,0,0,0,1,0,0,0,1,1,26.705431,48.211555,56.24738,49.553894,29.058794,2.2382035,0,0,2,0,0,3,0,1979,0,93,27,140.0,0,32.9,2.98,228,113,25,7.0,0,-25,182.88,ctb0064-13653,1,837,4026,0,0,20,0,0,1,0,0,1,0,0,0,0,1,50.586399146542995,9.788728605756397,39.62487224770061,0,20,1,41,-18,0,133,0,0,50,0,45,0,0,18,457,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.55399059670618,-26.70543117665458]}"
21_00000000000000001542_0,0,1,0,0,0,0,0,49,0,1,0,0,0,0,0,1,4,1,18.63326,41.26995,52.149227,49.56659,33.1788,9.192734,0,0,6,0,0,4,1,1979,0,123,15,50.48,0,11.88,2.98,75,48,48,2.42,-75,-22,67.76,ctb0617-PC-2,-3,566,2930,0,0,20,0,0,0,1,0,0,0,1,0,0,0,24.95098059828525,62.63218553994805,12.416833861766708,0,20,-2,14,-8,0,171,0,9,55,0,29,0,0,9,181,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.56665684221227,-18.633259865084973]}"
21_00000000000000001547_0,0,1,0,0,0,0,0,59,0,1,0,0,0,0,0,0,3,1,18.700094,41.658367,52.742752,50.21661,33.704277,9.46609,0,0,4,0,0,1,3,1979,0,132,21,96.5,0,22.68,2.98,75,23,36,3.63,-3,-8,125.79,ctb0617-PC-7,-3,426,4779,0,0,20,0,0,0,1,0,0,0,1,0,0,0,40.56767473071038,46.45190532218005,12.980419947109572,0,20,0,14,2,0,128,0,0,55,0,10,0,0,3,159,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.21667778180115,-18.700094522223463]}"
21_00000000000000001578_0,0,1,0,0,1,0,0,21,0,0,0,0,0,0,0,1,3,0,18.466713,40.59213,51.16071,48.51664,32.359848,8.801625,0,0,1,1,0,14,2,1979,20,126,34,12.54,0,25.59,0.13,82,75,51,1.52,16,-21,39.79,ctb0617-Perfil-56,-35,735,13563,0,0,0,0,0,0,1,0,0,0,1,0,0,0,36.619116795940805,32.99428933694678,30.386593867112417,20,0,0,15,10,0,175,0,-10,55,0,98,0,0,40,194,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.51670593813337,-18.466712211409213]}"
21_000000000000000020d1_0,0,1,0,0,0,0,0,24,0,0,0,0,1,0,0,0,2,1,20.533197,38.510612,45.685352,40.933323,24.780659,3.162731,0,0,3,0,0,2,1,1979,0,108,8,140.0,0,32.9,2.98,119,85,21,7.0,53,-14,182.88,ctb0769-25-EXTRA,12,1001,4857,0,0,20,0,0,1,0,0,1,0,0,0,0,1,32.30395755928035,50.41119405380324,17.284848386916416,0,20,0,23,12,0,143,0,-12,51,0,52,0,0,18,256,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.9333978041816,-20.53319669099776]}"
21_000000000000000023aa_0,0,1,0,0,1,1,0,63,0,0,0,0,0,0,0,0,0,0,18.566694,39.63463,49.447044,46.46659,30.544395,7.672019,0,0,4,0,0,2,0,1979,0,119,8,12.0466,0,24.575,1.68652,64,62,35,3.06548,48,19,40.2735,ctb0809-Exame-22,-2,1027,8882,4,0,20,0,0,1,0,0,0,0,0,0,0,0,58.34010205523953,33.73728527520298,7.922612669557492,0,20,4,14,9,0,162,0,-3,52,0,28,2,0,10,199,4,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.466660628244206,-18.566694702531716]}"
21_000000000000000023ac_0,0,1,0,0,1,1,0,37,0,0,0,0,0,0,0,0,2,0,18.949917,39.7609,49.297882,46.06666,30.005083,7.138584,0,0,6,0,0,4,0,1979,0,124,7,12.0466,0,24.575,1.68652,67,57,30,3.06548,7,-21,40.2735,ctb0809-Exame-28,-4,994,5768,0,0,20,0,0,1,0,0,0,0,0,0,0,0,49.537511880812,35.360601595505145,15.101886523682872,0,20,0,13,11,0,151,0,8,53,0,32,0,0,12,183,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.0667306637542,-18.949916002737105]}"
21_000000000000000023ae_0,0,0,0,0,1,0,0,61,0,0,0,0,0,0,0,0,0,0,19.183298,40.004173,49.488358,46.149933,29.957958,6.9800906,0,0,4,1,0,3,0,1979,20,123,6,12.0466,0,24.575,1.68652,81,57,66,3.06548,6,10,40.2735,ctb0809-Exame-37,-10,1052,4641,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65.90523113585085,20.47267986157872,13.62208900257042,20,0,0,14,-3,0,211,0,-3,52,0,28,0,0,11,166,3,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.150004490592075,-19.183298313551354]}"
21_00000000000000000dd2_0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,3,1,16.771051,35.31381,43.840324,41.014725,26.765816,6.4424076,0,0,2,0,0,8,5,1979,20,121,15,74.1,0,19.6,8.2,125,77,50,4.6,-12,-26,106.4,ctb0064-11771,-20,476,4032,1,0,0,0,0,0,1,0,0,1,0,0,0,0,34.41832321957836,50.15094899544681,15.430727784974835,0,0,0,14,0,0,158,20,9,59,0,47,2,0,20,181,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.01478516892283,-16.771052281105202]}"
21_00000000000000000e78_0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,8,1,27.292929,49.258434,57.461544,50.617046,29.674831,2.2737024,0,0,0,0,0,4,0,1979,20,98,40,0.72,0,4.64,0.78,225,80,48,2.85,-18,-10,8.99,ctb0064-13630,5,955,6120,0,0,0,0,0,1,0,0,1,0,0,0,0,1,68.63669583150809,6.979869338786945,24.383434829704964,0,0,2,27,-4,0,179,20,-3,49,0,19,0,0,7,307,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.61714673546163,-27.292929372468745]}"
21_00000000000000000e7b_0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,4,1,28.280897,49.4753,56.893238,49.372517,28.100698,0.78980565,0,0,5,0,0,2,4,1979,20,112,5,141.1,0,33.16,2.98,190,70,33,3.41,-4,-17,180.64,ctb0064-13634,6,230,19553,4,0,0,0,0,1,0,0,1,0,0,0,1,0,37.50053931914601,26.491242087053624,36.008218593800365,0,0,6,19,3,0,160,20,2,50,0,23,2,0,7,256,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.37262074084245,-28.2808965219434]}"
21_000000000000000020fd_0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,3,1,21.516582,39.781227,46.90317,41.766598,24.997305,2.7404547,0,0,1,0,0,4,2,1979,20,125,6,96.5,0,22.68,2.98,114,62,44,3.63,-14,-11,125.79,ctb0769-50-EXTRA,-12,129,3624,0,0,0,0,0,0,1,0,0,0,1,0,0,0,34.20907704332043,53.71308476515376,12.07783819152581,0,0,0,14,-4,0,157,20,-7,57,0,38,0,0,14,175,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.76667506173087,-21.5165824325234]}"
21_000000000000000023a7_0,0,0,0,0,1,0,0,48,0,0,0,0,0,0,0,0,3,0,18.116638,39.561123,49.748684,47.0832,31.30423,8.373276,0,0,3,1,0,5,1,1979,20,127,8,4.17,0,13.94,0.0,76,79,67,0.38,10,-9,18.49,ctb0809-Exame-17,10,935,8914,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47.1554569282745,21.481523340170952,31.363019731554537,0,0,0,17,-2,0,209,20,4,53,0,27,0,0,11,201,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.08326423926384,-18.116638745187835]}"
21_0000000000000000155a_0,0,0,0,0,0,0,0,79,0,1,0,0,0,0,0,0,0,1,18.600113,41.21604,52.08944,49.51673,33.15276,9.195887,0,0,2,0,0,1,1,1979,20,133,19,96.5,0,22.68,2.98,78,27,63,3.63,15,-3,125.79,ctb0617-Perfil-26,-1,493,8280,0,0,0,0,20,0,1,0,0,0,1,0,0,0,28.177690110253888,47.949018921677045,23.873290968069067,0,0,-2,13,2,0,204,0,0,55,0,7,0,0,2,157,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.51680034394363,-18.600112031100963]}"
21_00000000000000000dbb_0,0,0,1,0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,7.312062,26.226315,37.426155,39.156864,29.981709,13.638452,0,0,5,0,0,10,5,1979,20,138,7,44.72,0,14.73,5.32,113,98,55,4.89,-40,10,69.66,ctb0064-11021,0,386,1095,-4,0,0,0,0,0,1,0,0,1,0,0,0,0,21.676272288792216,64.36642323768801,13.957304473519777,20,0,-11,10,0,0,190,0,0,58,0,1,-4,0,0,105,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.15688949830683,-7.312061833911878]}"
21_00000000000000000dcd_0,0,0,0,0,0,0,0,40,0,1,0,0,0,0,0,0,3,1,17.219221,35.923588,44.44726,41.454807,26.916475,6.280667,0,0,1,0,0,6,2,1979,20,121,15,75.1,0,17.65,2.98,148,86,52,3.76,-3,-35,99.48,ctb0064-11748,-24,601,12191,0,0,0,0,0,0,1,0,0,1,0,0,0,0,42.14079328353669,43.15755348638369,14.701653230079625,0,0,-2,15,18,0,199,20,2,56,0,93,0,0,34,204,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.454869826612985,-17.219221776352434]}"
21_00000000000000000dcf_0,0,1,1,0,0,0,0,22,1,0,0,0,0,0,0,0,2,0,14.903455,35.104744,45.254303,43.76196,30.081156,9.448371,0,0,6,0,0,2,3,1979,20,140,5,31.1,0,11.5,4.67,108,28,74,4.67,-27,42,51.94,ctb0064-11763,0,469,3734,5,0,0,0,0,0,1,0,0,1,0,0,0,0,33.797539501827586,38.71137962233897,27.491080875833436,0,0,12,12,0,0,229,20,0,61,0,1,6,0,0,126,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.76201297081715,-14.903454805420719]}"
21_00000000000000000dd5_0,0,1,0,0,0,1,0,46,0,0,0,0,0,0,0,0,2,1,16.270601,35.135468,44.012394,41.510597,27.447382,7.1255846,0,0,0,0,0,9,1,1979,0,123,31,43.49,0,15.42,4.26,137,102,40,5.33,13,-11,68.5,ctb0064-11925,10,731,2993,0,0,0,20,0,1,0,0,0,0,0,0,0,0,30.05661542646091,55.04552265824913,14.897861915289962,0,20,0,14,-20,0,165,0,-12,55,0,63,1,0,23,180,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.510655205756805,-16.270600836322217]}"
21_00000000000000000e4e_0,0,1,0,0,0,0,0,39,0,0,0,0,0,1,0,1,2,1,25.478153,47.019924,55.39393,49.288174,29.454819,3.1593156,0,0,4,0,0,4,11,1979,0,0,34,108.3,0,25.45,2.98,0,0,81,5.42,-18,-2,142.14,ctb0064-12989,1,926,8712,0,0,0,0,0,1,0,0,1,0,0,0,0,1,54.22849887721342,27.382104877705004,18.38939624508158,0,0,0,0,-3,0,125,0,1,0,0,10,0,0,3,0,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.28826893566362,-25.478152835490487]}"
21_00000000000000000e6c_0,0,0,0,0,0,1,0,43,0,0,0,0,0,0,0,0,0,1,20.923964,41.938408,51.111614,47.006382,29.809063,5.9177876,0,0,4,0,0,4,0,1979,20,121,11,40.79,0,11.69,3.83,82,60,46,3.55,-11,-18,59.85,ctb0064-13538,-12,919,4878,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43.625937519219136,40.36546162442638,16.008600856354484,20,0,0,19,12,0,194,0,1,53,0,48,0,0,17,180,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.00645828247163,-20.923963839589753]}"
21_00000000000000000e6e_0,0,0,0,0,1,1,0,47,0,0,0,0,0,0,0,0,1,0,20.542898,41.571175,50.85129,46.929306,29.9367,6.2065535,0,0,1,0,0,4,1,1979,20,130,15,40.79,0,11.69,3.83,97,28,58,3.55,-26,-18,59.85,ctb0064-13548,5,734,2807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48.62776708569941,32.037910478384696,19.334322435915894,0,0,0,13,4,0,206,20,0,52,0,19,0,0,7,165,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.92938283109417,-20.54289849606625]}"
21_00000000000000000e70_0,0,1,0,0,1,0,0,43,0,0,0,0,0,0,0,0,3,0,20.187166,41.053715,50.312984,46.514286,29.760561,6.3014874,0,0,3,1,0,6,1,1979,20,120,19,4.17,0,13.94,0.0,105,103,62,0.38,3,-16,18.49,ctb0064-13560,8,1365,2950,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53.69416504438287,24.605980769390882,21.699854186226254,0,0,0,19,11,0,186,20,7,51,0,40,0,0,14,265,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.51436116983095,-20.18716564355492]}"
21_00000000000000000e79_0,0,1,0,0,0,0,1,9,0,0,0,0,0,0,0,0,5,1,28.298143,49.816505,57.453865,50.013645,28.643763,1.1013169,0,0,0,0,0,3,0,1979,0,92,40,0.72,0,4.64,0.78,179,108,48,2.85,34,-8,8.99,ctb0064-13632,-5,1271,9167,0,20,0,0,0,1,0,0,1,0,0,0,0,1,52.76914555122701,15.102214277625986,32.12864017114699,0,20,1,26,14,0,191,0,-4,49,0,40,0,0,16,418,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.01374835911855,-28.298144175398495]}"
21_00000000000000000e7a_0,0,1,0,0,0,0,1,8,0,0,0,0,0,0,0,1,3,1,28.361206,49.687096,57.175365,49.65279,28.30106,0.86334956,0,0,1,0,0,6,1,1979,0,90,33,0.72,0,4.64,0.78,209,117,44,2.85,-73,-29,8.99,ctb0064-13633,5,1443,25388,0,20,0,0,0,1,0,0,1,0,0,0,0,1,51.92232287953835,11.338909359806708,36.73876776065493,0,20,0,31,-14,0,175,0,12,50,0,46,0,0,16,518,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.65289510948774,-28.36120590834368]}"
21_00000000000000000e7d_0,0,1,0,0,0,0,0,13,0,0,0,0,1,0,0,2,4,1,26.884645,48.133423,55.945656,49.097366,28.57462,1.8515589,0,0,6,0,0,5,6,1979,20,104,13,141.1,0,33.16,2.98,199,88,45,3.41,-13,-20,180.64,ctb0064-13641,-5,38,16496,4,0,0,0,0,1,0,0,1,0,0,0,1,0,39.531659061803815,30.45380862214907,30.01453231604712,20,0,6,30,5,0,152,0,6,49,0,22,4,0,7,428,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.09746676931664,-26.884645075836428]}"
21_00000000000000000ed7_0,0,0,0,0,1,0,0,55,0,0,0,0,0,0,0,0,1,0,19.579185,41.275173,51.26284,47.977375,31.329386,7.569567,0,0,5,1,0,5,0,1979,20,132,8,12.0466,0,24.575,1.68652,51,46,59,3.06548,8,-17,40.2735,ctb0064-6302,-3,886,4973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37.41294479113071,47.06808486191878,15.518970346950514,0,0,-2,14,-3,0,188,20,7,52,0,23,0,0,6,176,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.97744727307642,-19.57918585926283]}"
21_0000000000000000107a_0,0,0,0,0,0,0,0,38,0,1,0,0,0,0,0,0,5,1,23.348337,46.355515,56.286114,51.58428,32.51533,6.161339,0,0,1,0,0,6,2,1979,20,117,9,75.1,0,17.65,2.98,122,36,57,3.76,3,4,99.48,ctb0064-9482,-3,613,1956,0,0,0,0,20,1,0,0,1,0,0,0,1,0,58.35892404745017,19.2849362127281,22.356139739821728,0,0,-2,18,-6,0,184,0,-1,54,0,20,-1,0,7,185,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.58436280187312,-23.348337128371515]}"
21_0000000000000000107f_0,0,1,0,0,0,0,0,56,0,1,0,0,0,0,0,0,5,1,23.440773,46.355373,56.198395,51.4277,32.333504,6.0020714,0,0,1,0,0,10,1,1979,20,114,13,75.1,0,17.65,2.98,148,47,49,3.76,4,-16,99.48,ctb0064-9510,-9,786,5572,0,0,0,0,0,1,0,0,1,0,0,0,1,0,64.92793614821302,14.72308474824365,20.34897910354333,20,0,0,21,2,0,181,0,4,54,0,23,1,0,10,248,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.42778644785109,-23.440773771107416]}"
21_00000000000000001099_0,0,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,4,0,5.102206,26.148338,39.3857,42.74034,34.19106,17.364689,0,0,8,0,0,8,14,1979,0,129,12,16.217,0,33.0827,2.27038,119,104,62,4.12671,-21,-6,52.9517,ctb0064-9881,0,98,2148,11,0,0,0,0,0,1,0,0,0,1,0,0,0,14.76162085505994,66.10879417979292,19.12958496514715,0,0,17,9,-1,0,203,0,0,55,0,3,11,0,1,118,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.74035899818802,-5.102206234977855]}"
21_0000000000000000154a_0,0,0,0,0,1,1,0,73,0,0,0,0,0,0,0,0,0,0,19.333406,41.13455,51.257656,48.116707,31.574425,7.8520436,0,0,4,0,0,1,2,1979,20,123,8,35.06,0,7.71,3.86,58,58,64,5.66,35,-17,52.29,ctb0617-Perfil-1,-5,914,4978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55.29633940417583,30.552562733912787,14.15109786191139,20,0,0,14,11,0,199,0,-1,51,0,37,0,0,13,172,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.11677597364336,-19.333406797527726]}"
21_0000000000000000154b_0,0,0,0,0,1,0,0,78,0,0,0,0,0,0,0,0,1,0,19.799902,42.367416,52.900833,49.74984,32.742664,8.281836,0,0,4,1,0,0,2,1979,20,135,7,12.0466,0,24.575,1.68652,99,34,62,3.06548,-8,-4,40.2735,ctb0617-Perfil-10,1,446,2184,-2,0,0,0,20,0,1,0,0,0,1,0,0,0,20.722584715079755,71.19143652705861,8.085978757861627,0,0,-6,10,-1,0,203,0,0,52,0,7,-4,0,2,122,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.749913160172646,-19.799901924570996]}"
21_0000000000000000154c_0,0,0,0,0,1,0,0,38,0,0,0,0,0,0,0,0,3,0,19.499954,41.965057,52.50435,49.466602,32.651554,8.395836,0,0,4,1,0,3,7,1979,20,136,5,12.0466,0,24.575,1.68652,79,30,63,3.06548,-7,-1,40.2735,ctb0617-Perfil-11,-3,537,1915,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12.831941143463233,80.0951411548074,7.072917701729386,20,0,0,10,0,0,222,0,0,54,0,7,0,0,3,126,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.466674351089765,-19.499954451203486]}"
21_0000000000000000154e_0,0,1,0,0,1,0,0,66,0,0,0,0,0,0,0,0,0,0,19.550081,42.203278,52.859722,49.849823,32.95589,8.547763,0,0,4,1,0,1,1,1979,20,134,6,12.0466,0,24.575,1.68652,79,46,63,3.06548,-1,-5,40.2735,ctb0617-Perfil-13,-4,525,2287,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12.813812581318462,79.8647956736462,7.321391745035341,0,0,-4,10,3,0,205,20,1,52,0,15,0,0,5,134,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.84989565129515,-19.550080444057357]}"
21_0000000000000000154f_0,0,1,0,0,1,0,0,46,0,0,0,0,0,0,0,0,0,0,19.516663,42.09824,52.713737,49.699986,32.84393,8.500254,0,0,14,1,0,2,3,1979,20,136,5,12.0466,0,24.575,1.68652,74,33,62,3.06548,-6,-5,40.2735,ctb0617-Perfil-14,1,522,1838,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,16.715494211227416,79.21630758290556,4.068198205867024,0,0,-4,10,-2,0,227,20,0,53,0,7,-1,0,2,117,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.700056661904014,-19.51666311548811]}"
21_00000000000000001550_0,0,0,0,0,1,0,0,62,0,0,0,0,0,0,0,0,1,0,19.733337,42.70041,53.52689,50.516552,33.436485,8.729416,0,0,5,1,0,3,7,1979,20,134,10,12.54,0,25.59,0.13,93,59,67,1.52,2,-11,39.79,ctb0617-Perfil-15,3,403,5163,0,0,0,0,0,0,1,0,0,0,1,0,0,0,37.642234190231534,48.648958518923905,13.708807290844543,20,0,-2,10,0,0,209,0,0,51,0,8,-1,0,3,134,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.516625255168655,-19.73333676201774]}"
21_00000000000000001551_0,0,0,0,0,1,0,0,82,0,0,0,0,0,0,0,0,0,0,18.549986,40.578888,51.059513,48.34982,32.17387,8.645032,0,0,6,1,0,1,0,1979,20,128,4,12.54,0,25.59,0.13,83,36,73,1.52,-19,4,39.79,ctb0617-Perfil-16,0,949,4531,0,0,0,0,20,1,0,0,0,0,0,0,0,0,60.26305632269594,25.252643493823378,14.48430018348067,0,0,0,11,0,0,204,0,0,51,0,0,0,0,0,171,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.34988878987237,-18.54998603824709]}"
21_00000000000000001553_0,0,0,0,0,0,0,0,53,0,1,0,0,0,0,0,0,2,1,18.716534,41.468937,52.406883,49.81668,33.351673,9.248362,0,0,7,0,0,4,1,1979,20,135,16,96.5,0,22.68,2.98,108,33,62,3.63,19,34,125.79,ctb0617-Perfil-18,0,473,3601,0,0,0,0,0,0,1,0,0,0,1,0,0,0,29.06825196647996,58.60873709078274,12.32301094273731,0,0,0,10,1,0,190,20,0,54,0,4,0,0,1,148,1,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.81674781731114,-18.71653369192285]}"
21_00000000000000001556_0,0,0,0,0,1,0,0,67,0,0,0,0,0,0,0,0,3,0,18.88335,41.315517,51.989594,49.233223,32.764553,8.807774,0,0,3,1,0,1,5,1979,20,131,9,12.54,0,25.59,0.13,81,33,61,1.52,14,-12,39.79,ctb0617-Perfil-21,0,670,9442,0,0,0,0,0,0,1,0,0,0,1,0,0,0,42.26500506264741,39.202619032231105,18.53237590512148,0,0,-4,12,4,0,196,20,0,58,0,9,-1,0,4,149,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.23329204027551,-18.883350840183848]}"
21_00000000000000001557_0,0,0,0,0,0,1,0,67,0,0,0,0,0,0,0,0,3,1,20.033285,42.03383,52.115894,48.69989,31.720125,7.54649,0,0,7,0,0,4,1,1979,20,131,6,23.7952,0,16.6357,2.80539,108,30,45,4.4251,-19,1,47.6614,ctb0617-Perfil-23,2,538,4421,-2,0,0,0,20,0,1,0,0,0,1,0,0,0,26.849857772581103,61.459614150364715,11.690528077054177,0,0,-5,11,0,0,183,0,0,52,0,5,-4,0,2,153,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.69996225609375,-20.033284235385246]}"
21_00000000000000001558_0,0,0,0,0,1,0,0,64,0,0,0,0,0,0,0,0,0,0,18.64997,40.48688,50.80932,48.000015,31.821884,8.38091,0,0,4,1,0,1,0,1979,20,128,6,12.0466,0,24.575,1.68652,83,57,64,3.06548,8,0,40.2735,ctb0617-Perfil-24,3,917,3940,0,0,0,0,0,1,0,0,0,0,0,0,0,0,54.534338066903786,28.670357596164166,16.795304336932038,0,0,1,11,-3,0,197,20,0,51,0,13,0,0,4,171,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.00008481823623,-18.649968529369595]}"
21_0000000000000000155d_0,0,0,0,0,1,0,0,34,0,0,0,0,0,0,0,1,0,0,19.350115,42.039665,52.772312,49.86653,33.072063,8.728388,0,0,4,1,0,3,1,1979,20,134,8,12.0466,0,24.575,1.68652,97,30,50,3.06548,11,3,40.2735,ctb0617-Perfil-29,3,500,1601,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15.46850787005583,76.87227534591072,7.6592167840334415,0,0,0,11,-2,0,189,20,0,55,0,12,0,0,4,144,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.86660431557977,-19.35011546181235]}"
